---- EP [1/5] | BTCH [1/1615] ||| train_loss = 0.01647 ----
---- EP [4/5] | BTCH [401/1615] ||| train_loss = 0.01242 ----
---- EP [4/5] | BTCH [402/1615] ||| train_loss = 0.01433 ----
---- EP [4/5] | BTCH [403/1615] ||| train_loss = 0.01199 ----
---- EP [4/5] | BTCH [404/1615] ||| train_loss = 0.01071 ----
---- EP [4/5] | BTCH [405/1615] ||| train_loss = 0.01171 ----
---- EP [4/5] | BTCH [406/1615] ||| train_loss = 0.01101 ----
---- EP [4/5] | BTCH [407/1615] ||| train_loss = 0.01936 ----
---- EP [4/5] | BTCH [408/1615] ||| train_loss = 0.01107 ----
---- EP [4/5] | BTCH [409/1615] ||| train_loss = 0.01220 ----
---- EP [4/5] | BTCH [410/1615] ||| train_loss = 0.01150 ----
---- EP [4/5] | BTCH [411/1615] ||| train_loss = 0.01558 ----
---- EP [4/5] | BTCH [412/1615] ||| train_loss = 0.01113 ----
---- EP [4/5] | BTCH [413/1615] ||| train_loss = 0.00997 ----
---- EP [4/5] | BTCH [414/1615] ||| train_loss = 0.01333 ----
---- EP [4/5] | BTCH [415/1615] ||| train_loss = 0.01564 ----
---- EP [4/5] | BTCH [416/1615] ||| train_loss = 0.01413 ----
---- EP [4/5] | BTCH [417/1615] ||| train_loss = 0.01268 ----
---- EP [4/5] | BTCH [418/1615] ||| train_loss = 0.01167 ----
---- EP [4/5] | BTCH [419/1615] ||| train_loss = 0.01160 ----
---- EP [4/5] | BTCH [420/1615] ||| train_loss = 0.01400 ----
---- EP [4/5] | BTCH [421/1615] ||| train_loss = 0.01078 ----
---- EP [4/5] | BTCH [422/1615] ||| train_loss = 0.01181 ----
---- EP [4/5] | BTCH [423/1615] ||| train_loss = 0.01669 ----
---- EP [4/5] | BTCH [424/1615] ||| train_loss = 0.01623 ----
---- EP [4/5] | BTCH [425/1615] ||| train_loss = 0.01066 ----
---- EP [4/5] | BTCH [426/1615] ||| train_loss = 0.01265 ----
---- EP [4/5] | BTCH [427/1615] ||| train_loss = 0.01363 ----
---- EP [4/5] | BTCH [428/1615] ||| train_loss = 0.01005 ----
---- EP [4/5] | BTCH [429/1615] ||| train_loss = 0.01115 ----
---- EP [4/5] | BTCH [430/1615] ||| train_loss = 0.01294 ----
---- EP [4/5] | BTCH [431/1615] ||| train_loss = 0.01077 ----
---- EP [4/5] | BTCH [432/1615] ||| train_loss = 0.00624 ----
---- EP [4/5] | BTCH [433/1615] ||| train_loss = 0.00933 ----
---- EP [4/5] | BTCH [434/1615] ||| train_loss = 0.01319 ----
---- EP [4/5] | BTCH [435/1615] ||| train_loss = 0.01061 ----
---- EP [4/5] | BTCH [436/1615] ||| train_loss = 0.00967 ----
---- EP [4/5] | BTCH [437/1615] ||| train_loss = 0.01247 ----
---- EP [4/5] | BTCH [438/1615] ||| train_loss = 0.01440 ----
---- EP [4/5] | BTCH [439/1615] ||| train_loss = 0.01822 ----
---- EP [4/5] | BTCH [440/1615] ||| train_loss = 0.01081 ----
---- EP [4/5] | BTCH [441/1615] ||| train_loss = 0.01380 ----
---- EP [4/5] | BTCH [442/1615] ||| train_loss = 0.00913 ----
---- EP [4/5] | BTCH [443/1615] ||| train_loss = 0.01266 ----
---- EP [4/5] | BTCH [444/1615] ||| train_loss = 0.01023 ----
---- EP [4/5] | BTCH [445/1615] ||| train_loss = 0.01129 ----
---- EP [4/5] | BTCH [446/1615] ||| train_loss = 0.00922 ----
---- EP [4/5] | BTCH [447/1615] ||| train_loss = 0.01173 ----
---- EP [4/5] | BTCH [448/1615] ||| train_loss = 0.01059 ----
---- EP [4/5] | BTCH [449/1615] ||| train_loss = 0.01360 ----
---- EP [4/5] | BTCH [450/1615] ||| train_loss = 0.01162 ----
---- EP [4/5] | BTCH [451/1615] ||| train_loss = 0.01081 ----
---- EP [4/5] | BTCH [452/1615] ||| train_loss = 0.01224 ----
---- EP [4/5] | BTCH [453/1615] ||| train_loss = 0.01230 ----
---- EP [4/5] | BTCH [454/1615] ||| train_loss = 0.01465 ----
---- EP [4/5] | BTCH [455/1615] ||| train_loss = 0.01084 ----
---- EP [4/5] | BTCH [456/1615] ||| train_loss = 0.01050 ----
---- EP [4/5] | BTCH [457/1615] ||| train_loss = 0.01279 ----
---- EP [4/5] | BTCH [458/1615] ||| train_loss = 0.01358 ----
---- EP [4/5] | BTCH [459/1615] ||| train_loss = 0.00727 ----
---- EP [4/5] | BTCH [460/1615] ||| train_loss = 0.00842 ----
---- EP [4/5] | BTCH [461/1615] ||| train_loss = 0.01580 ----
---- EP [4/5] | BTCH [462/1615] ||| train_loss = 0.01200 ----
---- EP [4/5] | BTCH [463/1615] ||| train_loss = 0.00791 ----
---- EP [4/5] | BTCH [464/1615] ||| train_loss = 0.01231 ----
---- EP [4/5] | BTCH [465/1615] ||| train_loss = 0.00997 ----
---- EP [4/5] | BTCH [466/1615] ||| train_loss = 0.01811 ----
---- EP [4/5] | BTCH [467/1615] ||| train_loss = 0.01027 ----
---- EP [4/5] | BTCH [468/1615] ||| train_loss = 0.01501 ----
---- EP [4/5] | BTCH [469/1615] ||| train_loss = 0.01198 ----
---- EP [4/5] | BTCH [470/1615] ||| train_loss = 0.01441 ----
---- EP [4/5] | BTCH [471/1615] ||| train_loss = 0.01286 ----
---- EP [4/5] | BTCH [472/1615] ||| train_loss = 0.00824 ----
---- EP [4/5] | BTCH [473/1615] ||| train_loss = 0.01249 ----
---- EP [4/5] | BTCH [474/1615] ||| train_loss = 0.01214 ----
---- EP [4/5] | BTCH [475/1615] ||| train_loss = 0.01555 ----
---- EP [4/5] | BTCH [476/1615] ||| train_loss = 0.00702 ----
---- EP [4/5] | BTCH [477/1615] ||| train_loss = 0.01317 ----
---- EP [4/5] | BTCH [478/1615] ||| train_loss = 0.01218 ----
---- EP [4/5] | BTCH [479/1615] ||| train_loss = 0.01213 ----
---- EP [4/5] | BTCH [480/1615] ||| train_loss = 0.01108 ----
---- EP [4/5] | BTCH [481/1615] ||| train_loss = 0.00961 ----
---- EP [4/5] | BTCH [482/1615] ||| train_loss = 0.01765 ----
---- EP [4/5] | BTCH [483/1615] ||| train_loss = 0.01889 ----
VAL ||| loss = 0.012275268017515429, psnr = 31.31977081298828, ssim = 0.9139571785926819
---- EP [4/5] | BTCH [484/1615] ||| train_loss = 0.01401 ----
---- EP [4/5] | BTCH [485/1615] ||| train_loss = 0.00772 ----
---- EP [4/5] | BTCH [486/1615] ||| train_loss = 0.00909 ----
---- EP [4/5] | BTCH [487/1615] ||| train_loss = 0.01060 ----
---- EP [4/5] | BTCH [488/1615] ||| train_loss = 0.00931 ----
---- EP [4/5] | BTCH [489/1615] ||| train_loss = 0.00944 ----
---- EP [4/5] | BTCH [490/1615] ||| train_loss = 0.01004 ----
---- EP [4/5] | BTCH [491/1615] ||| train_loss = 0.01095 ----
---- EP [4/5] | BTCH [492/1615] ||| train_loss = 0.01003 ----
---- EP [4/5] | BTCH [493/1615] ||| train_loss = 0.01683 ----
---- EP [4/5] | BTCH [494/1615] ||| train_loss = 0.01256 ----
---- EP [4/5] | BTCH [495/1615] ||| train_loss = 0.01442 ----
---- EP [4/5] | BTCH [496/1615] ||| train_loss = 0.01254 ----
---- EP [4/5] | BTCH [497/1615] ||| train_loss = 0.00678 ----
---- EP [4/5] | BTCH [498/1615] ||| train_loss = 0.01188 ----
---- EP [4/5] | BTCH [499/1615] ||| train_loss = 0.01822 ----
---- EP [4/5] | BTCH [500/1615] ||| train_loss = 0.01011 ----
---- EP [4/5] | BTCH [501/1615] ||| train_loss = 0.01197 ----
---- EP [4/5] | BTCH [502/1615] ||| train_loss = 0.01710 ----
---- EP [4/5] | BTCH [503/1615] ||| train_loss = 0.01054 ----
---- EP [4/5] | BTCH [504/1615] ||| train_loss = 0.01194 ----
---- EP [4/5] | BTCH [505/1615] ||| train_loss = 0.01530 ----
---- EP [4/5] | BTCH [506/1615] ||| train_loss = 0.00899 ----
---- EP [4/5] | BTCH [507/1615] ||| train_loss = 0.00989 ----
---- EP [4/5] | BTCH [508/1615] ||| train_loss = 0.01087 ----
---- EP [4/5] | BTCH [509/1615] ||| train_loss = 0.00770 ----
---- EP [4/5] | BTCH [510/1615] ||| train_loss = 0.01103 ----
---- EP [4/5] | BTCH [511/1615] ||| train_loss = 0.01321 ----
---- EP [4/5] | BTCH [512/1615] ||| train_loss = 0.01238 ----
---- EP [4/5] | BTCH [513/1615] ||| train_loss = 0.00938 ----
---- EP [4/5] | BTCH [514/1615] ||| train_loss = 0.01407 ----
---- EP [4/5] | BTCH [515/1615] ||| train_loss = 0.01567 ----
---- EP [4/5] | BTCH [516/1615] ||| train_loss = 0.01760 ----
---- EP [4/5] | BTCH [517/1615] ||| train_loss = 0.01539 ----
---- EP [4/5] | BTCH [518/1615] ||| train_loss = 0.00987 ----
---- EP [4/5] | BTCH [519/1615] ||| train_loss = 0.00965 ----
---- EP [4/5] | BTCH [520/1615] ||| train_loss = 0.01155 ----
---- EP [4/5] | BTCH [521/1615] ||| train_loss = 0.00967 ----
---- EP [4/5] | BTCH [522/1615] ||| train_loss = 0.01503 ----
---- EP [4/5] | BTCH [523/1615] ||| train_loss = 0.00869 ----
---- EP [4/5] | BTCH [524/1615] ||| train_loss = 0.01450 ----
---- EP [4/5] | BTCH [525/1615] ||| train_loss = 0.01224 ----
---- EP [4/5] | BTCH [526/1615] ||| train_loss = 0.01280 ----
---- EP [4/5] | BTCH [527/1615] ||| train_loss = 0.01196 ----
---- EP [4/5] | BTCH [528/1615] ||| train_loss = 0.00824 ----
---- EP [4/5] | BTCH [529/1615] ||| train_loss = 0.00620 ----
---- EP [4/5] | BTCH [530/1615] ||| train_loss = 0.01204 ----
---- EP [4/5] | BTCH [531/1615] ||| train_loss = 0.01279 ----
---- EP [4/5] | BTCH [532/1615] ||| train_loss = 0.00977 ----
---- EP [4/5] | BTCH [533/1615] ||| train_loss = 0.01105 ----
---- EP [4/5] | BTCH [534/1615] ||| train_loss = 0.01026 ----
---- EP [4/5] | BTCH [535/1615] ||| train_loss = 0.01151 ----
---- EP [4/5] | BTCH [536/1615] ||| train_loss = 0.01085 ----
---- EP [4/5] | BTCH [537/1615] ||| train_loss = 0.01368 ----
---- EP [4/5] | BTCH [538/1615] ||| train_loss = 0.00968 ----
---- EP [4/5] | BTCH [539/1615] ||| train_loss = 0.00904 ----
---- EP [4/5] | BTCH [540/1615] ||| train_loss = 0.01554 ----
---- EP [4/5] | BTCH [541/1615] ||| train_loss = 0.01044 ----
---- EP [4/5] | BTCH [542/1615] ||| train_loss = 0.01418 ----
---- EP [4/5] | BTCH [543/1615] ||| train_loss = 0.01471 ----
---- EP [4/5] | BTCH [544/1615] ||| train_loss = 0.00934 ----
---- EP [4/5] | BTCH [545/1615] ||| train_loss = 0.01636 ----
---- EP [4/5] | BTCH [546/1615] ||| train_loss = 0.01458 ----
---- EP [4/5] | BTCH [547/1615] ||| train_loss = 0.00801 ----
---- EP [4/5] | BTCH [548/1615] ||| train_loss = 0.01208 ----
---- EP [4/5] | BTCH [549/1615] ||| train_loss = 0.00988 ----
---- EP [4/5] | BTCH [550/1615] ||| train_loss = 0.00987 ----
---- EP [4/5] | BTCH [551/1615] ||| train_loss = 0.01238 ----
---- EP [4/5] | BTCH [552/1615] ||| train_loss = 0.00811 ----
---- EP [4/5] | BTCH [553/1615] ||| train_loss = 0.00962 ----
---- EP [4/5] | BTCH [554/1615] ||| train_loss = 0.01459 ----
---- EP [4/5] | BTCH [555/1615] ||| train_loss = 0.01227 ----
---- EP [4/5] | BTCH [556/1615] ||| train_loss = 0.01220 ----
---- EP [4/5] | BTCH [557/1615] ||| train_loss = 0.01426 ----
---- EP [4/5] | BTCH [558/1615] ||| train_loss = 0.01058 ----
---- EP [4/5] | BTCH [559/1615] ||| train_loss = 0.01614 ----
---- EP [4/5] | BTCH [560/1615] ||| train_loss = 0.00831 ----
---- EP [4/5] | BTCH [561/1615] ||| train_loss = 0.01109 ----
---- EP [4/5] | BTCH [562/1615] ||| train_loss = 0.01112 ----
---- EP [4/5] | BTCH [563/1615] ||| train_loss = 0.01601 ----
---- EP [4/5] | BTCH [564/1615] ||| train_loss = 0.01232 ----
---- EP [4/5] | BTCH [565/1615] ||| train_loss = 0.00838 ----
---- EP [4/5] | BTCH [566/1615] ||| train_loss = 0.01125 ----
---- EP [4/5] | BTCH [567/1615] ||| train_loss = 0.01144 ----
---- EP [4/5] | BTCH [568/1615] ||| train_loss = 0.01092 ----
---- EP [4/5] | BTCH [569/1615] ||| train_loss = 0.01008 ----
---- EP [4/5] | BTCH [570/1615] ||| train_loss = 0.01049 ----
---- EP [4/5] | BTCH [571/1615] ||| train_loss = 0.01231 ----
---- EP [4/5] | BTCH [572/1615] ||| train_loss = 0.01524 ----
---- EP [4/5] | BTCH [573/1615] ||| train_loss = 0.01283 ----
---- EP [4/5] | BTCH [574/1615] ||| train_loss = 0.01636 ----
---- EP [4/5] | BTCH [575/1615] ||| train_loss = 0.01184 ----
---- EP [4/5] | BTCH [576/1615] ||| train_loss = 0.00637 ----
---- EP [4/5] | BTCH [577/1615] ||| train_loss = 0.01314 ----
---- EP [4/5] | BTCH [578/1615] ||| train_loss = 0.01282 ----
---- EP [4/5] | BTCH [579/1615] ||| train_loss = 0.01264 ----
---- EP [4/5] | BTCH [580/1615] ||| train_loss = 0.00979 ----
---- EP [4/5] | BTCH [581/1615] ||| train_loss = 0.01161 ----
---- EP [4/5] | BTCH [582/1615] ||| train_loss = 0.01299 ----
---- EP [4/5] | BTCH [583/1615] ||| train_loss = 0.00828 ----
---- EP [4/5] | BTCH [584/1615] ||| train_loss = 0.00975 ----
---- EP [4/5] | BTCH [585/1615] ||| train_loss = 0.01659 ----
---- EP [4/5] | BTCH [586/1615] ||| train_loss = 0.00940 ----
---- EP [4/5] | BTCH [587/1615] ||| train_loss = 0.01745 ----
---- EP [4/5] | BTCH [588/1615] ||| train_loss = 0.00958 ----
---- EP [4/5] | BTCH [589/1615] ||| train_loss = 0.00841 ----
---- EP [4/5] | BTCH [590/1615] ||| train_loss = 0.01506 ----
---- EP [4/5] | BTCH [591/1615] ||| train_loss = 0.01614 ----
---- EP [4/5] | BTCH [592/1615] ||| train_loss = 0.01441 ----
---- EP [4/5] | BTCH [593/1615] ||| train_loss = 0.00949 ----
---- EP [4/5] | BTCH [594/1615] ||| train_loss = 0.01237 ----
---- EP [4/5] | BTCH [595/1615] ||| train_loss = 0.01192 ----
---- EP [4/5] | BTCH [596/1615] ||| train_loss = 0.01020 ----
---- EP [4/5] | BTCH [597/1615] ||| train_loss = 0.01087 ----
---- EP [4/5] | BTCH [598/1615] ||| train_loss = 0.01140 ----
---- EP [4/5] | BTCH [599/1615] ||| train_loss = 0.01378 ----
---- EP [4/5] | BTCH [600/1615] ||| train_loss = 0.01179 ----
---- EP [4/5] | BTCH [601/1615] ||| train_loss = 0.01087 ----
---- EP [4/5] | BTCH [602/1615] ||| train_loss = 0.01056 ----
---- EP [4/5] | BTCH [603/1615] ||| train_loss = 0.00820 ----
---- EP [4/5] | BTCH [604/1615] ||| train_loss = 0.01207 ----
---- EP [4/5] | BTCH [605/1615] ||| train_loss = 0.01084 ----
---- EP [4/5] | BTCH [606/1615] ||| train_loss = 0.01385 ----
---- EP [4/5] | BTCH [607/1615] ||| train_loss = 0.01322 ----
---- EP [4/5] | BTCH [608/1615] ||| train_loss = 0.01400 ----
---- EP [4/5] | BTCH [609/1615] ||| train_loss = 0.01243 ----
---- EP [4/5] | BTCH [610/1615] ||| train_loss = 0.00986 ----
---- EP [4/5] | BTCH [611/1615] ||| train_loss = 0.01328 ----
---- EP [4/5] | BTCH [612/1615] ||| train_loss = 0.00977 ----
---- EP [4/5] | BTCH [613/1615] ||| train_loss = 0.00995 ----
---- EP [4/5] | BTCH [614/1615] ||| train_loss = 0.01099 ----
---- EP [4/5] | BTCH [615/1615] ||| train_loss = 0.01212 ----
---- EP [4/5] | BTCH [616/1615] ||| train_loss = 0.00773 ----
---- EP [4/5] | BTCH [617/1615] ||| train_loss = 0.00751 ----
---- EP [4/5] | BTCH [618/1615] ||| train_loss = 0.01518 ----
---- EP [4/5] | BTCH [619/1615] ||| train_loss = 0.01509 ----
---- EP [4/5] | BTCH [620/1615] ||| train_loss = 0.01183 ----
---- EP [4/5] | BTCH [621/1615] ||| train_loss = 0.01116 ----
---- EP [4/5] | BTCH [622/1615] ||| train_loss = 0.01491 ----
---- EP [4/5] | BTCH [623/1615] ||| train_loss = 0.00752 ----
---- EP [4/5] | BTCH [624/1615] ||| train_loss = 0.01060 ----
---- EP [4/5] | BTCH [625/1615] ||| train_loss = 0.01003 ----
---- EP [4/5] | BTCH [626/1615] ||| train_loss = 0.01227 ----
---- EP [4/5] | BTCH [627/1615] ||| train_loss = 0.01132 ----
---- EP [4/5] | BTCH [628/1615] ||| train_loss = 0.01311 ----
---- EP [4/5] | BTCH [629/1615] ||| train_loss = 0.01110 ----
---- EP [4/5] | BTCH [630/1615] ||| train_loss = 0.01226 ----
---- EP [4/5] | BTCH [631/1615] ||| train_loss = 0.00714 ----
---- EP [4/5] | BTCH [632/1615] ||| train_loss = 0.00863 ----
---- EP [4/5] | BTCH [633/1615] ||| train_loss = 0.01667 ----
---- EP [4/5] | BTCH [634/1615] ||| train_loss = 0.00663 ----
---- EP [4/5] | BTCH [635/1615] ||| train_loss = 0.01412 ----
---- EP [4/5] | BTCH [636/1615] ||| train_loss = 0.01135 ----
---- EP [4/5] | BTCH [637/1615] ||| train_loss = 0.01013 ----
---- EP [4/5] | BTCH [638/1615] ||| train_loss = 0.01364 ----
---- EP [4/5] | BTCH [639/1615] ||| train_loss = 0.01121 ----
---- EP [4/5] | BTCH [640/1615] ||| train_loss = 0.01460 ----
---- EP [4/5] | BTCH [641/1615] ||| train_loss = 0.01316 ----
---- EP [4/5] | BTCH [642/1615] ||| train_loss = 0.01053 ----
---- EP [4/5] | BTCH [643/1615] ||| train_loss = 0.01448 ----
---- EP [4/5] | BTCH [644/1615] ||| train_loss = 0.01114 ----
VAL ||| loss = 0.012285937949155386, psnr = 31.299863815307617, ssim = 0.9138507843017578
---- EP [4/5] | BTCH [645/1615] ||| train_loss = 0.01072 ----
---- EP [4/5] | BTCH [646/1615] ||| train_loss = 0.00887 ----
---- EP [4/5] | BTCH [647/1615] ||| train_loss = 0.00862 ----
---- EP [4/5] | BTCH [648/1615] ||| train_loss = 0.01410 ----
---- EP [4/5] | BTCH [649/1615] ||| train_loss = 0.01009 ----
---- EP [4/5] | BTCH [650/1615] ||| train_loss = 0.00852 ----
---- EP [4/5] | BTCH [651/1615] ||| train_loss = 0.01080 ----
---- EP [4/5] | BTCH [652/1615] ||| train_loss = 0.01396 ----
---- EP [4/5] | BTCH [653/1615] ||| train_loss = 0.01569 ----
---- EP [4/5] | BTCH [654/1615] ||| train_loss = 0.01546 ----
---- EP [4/5] | BTCH [655/1615] ||| train_loss = 0.01230 ----
---- EP [4/5] | BTCH [656/1615] ||| train_loss = 0.01245 ----
---- EP [4/5] | BTCH [657/1615] ||| train_loss = 0.00842 ----
---- EP [4/5] | BTCH [658/1615] ||| train_loss = 0.01740 ----
---- EP [4/5] | BTCH [659/1615] ||| train_loss = 0.01283 ----
---- EP [4/5] | BTCH [660/1615] ||| train_loss = 0.00702 ----
---- EP [4/5] | BTCH [661/1615] ||| train_loss = 0.01606 ----
---- EP [4/5] | BTCH [662/1615] ||| train_loss = 0.00881 ----
---- EP [4/5] | BTCH [663/1615] ||| train_loss = 0.01016 ----
---- EP [4/5] | BTCH [664/1615] ||| train_loss = 0.01278 ----
---- EP [4/5] | BTCH [665/1615] ||| train_loss = 0.01283 ----
---- EP [4/5] | BTCH [666/1615] ||| train_loss = 0.01031 ----
---- EP [4/5] | BTCH [667/1615] ||| train_loss = 0.00839 ----
---- EP [4/5] | BTCH [668/1615] ||| train_loss = 0.00991 ----
---- EP [4/5] | BTCH [669/1615] ||| train_loss = 0.00917 ----
---- EP [4/5] | BTCH [670/1615] ||| train_loss = 0.00735 ----
---- EP [4/5] | BTCH [671/1615] ||| train_loss = 0.01137 ----
---- EP [4/5] | BTCH [672/1615] ||| train_loss = 0.01083 ----
---- EP [4/5] | BTCH [673/1615] ||| train_loss = 0.01347 ----
---- EP [4/5] | BTCH [674/1615] ||| train_loss = 0.00931 ----
---- EP [4/5] | BTCH [675/1615] ||| train_loss = 0.01156 ----
---- EP [4/5] | BTCH [676/1615] ||| train_loss = 0.01140 ----
---- EP [4/5] | BTCH [677/1615] ||| train_loss = 0.01097 ----
---- EP [4/5] | BTCH [678/1615] ||| train_loss = 0.01136 ----
---- EP [4/5] | BTCH [679/1615] ||| train_loss = 0.00992 ----
---- EP [4/5] | BTCH [680/1615] ||| train_loss = 0.01057 ----
---- EP [4/5] | BTCH [681/1615] ||| train_loss = 0.01368 ----
---- EP [4/5] | BTCH [682/1615] ||| train_loss = 0.01595 ----
---- EP [4/5] | BTCH [683/1615] ||| train_loss = 0.01849 ----
---- EP [4/5] | BTCH [684/1615] ||| train_loss = 0.01135 ----
---- EP [4/5] | BTCH [685/1615] ||| train_loss = 0.01220 ----
---- EP [4/5] | BTCH [686/1615] ||| train_loss = 0.01352 ----
---- EP [4/5] | BTCH [687/1615] ||| train_loss = 0.01529 ----
---- EP [4/5] | BTCH [688/1615] ||| train_loss = 0.01389 ----
---- EP [4/5] | BTCH [689/1615] ||| train_loss = 0.01288 ----
---- EP [4/5] | BTCH [690/1615] ||| train_loss = 0.01453 ----
---- EP [4/5] | BTCH [691/1615] ||| train_loss = 0.01248 ----
---- EP [4/5] | BTCH [692/1615] ||| train_loss = 0.01507 ----
---- EP [4/5] | BTCH [693/1615] ||| train_loss = 0.00885 ----
---- EP [4/5] | BTCH [694/1615] ||| train_loss = 0.01315 ----
---- EP [4/5] | BTCH [695/1615] ||| train_loss = 0.00632 ----
---- EP [4/5] | BTCH [696/1615] ||| train_loss = 0.01095 ----
---- EP [4/5] | BTCH [697/1615] ||| train_loss = 0.01429 ----
---- EP [4/5] | BTCH [698/1615] ||| train_loss = 0.01511 ----
---- EP [4/5] | BTCH [699/1615] ||| train_loss = 0.01000 ----
---- EP [4/5] | BTCH [700/1615] ||| train_loss = 0.00735 ----
---- EP [4/5] | BTCH [701/1615] ||| train_loss = 0.01299 ----
---- EP [4/5] | BTCH [702/1615] ||| train_loss = 0.01541 ----
---- EP [4/5] | BTCH [703/1615] ||| train_loss = 0.01056 ----
---- EP [4/5] | BTCH [704/1615] ||| train_loss = 0.01001 ----
---- EP [4/5] | BTCH [705/1615] ||| train_loss = 0.01235 ----
---- EP [4/5] | BTCH [706/1615] ||| train_loss = 0.01137 ----
---- EP [4/5] | BTCH [707/1615] ||| train_loss = 0.01028 ----
---- EP [4/5] | BTCH [708/1615] ||| train_loss = 0.01144 ----
---- EP [4/5] | BTCH [709/1615] ||| train_loss = 0.01224 ----
---- EP [4/5] | BTCH [710/1615] ||| train_loss = 0.01397 ----
---- EP [4/5] | BTCH [711/1615] ||| train_loss = 0.01253 ----
---- EP [4/5] | BTCH [712/1615] ||| train_loss = 0.01003 ----
---- EP [4/5] | BTCH [713/1615] ||| train_loss = 0.01661 ----
---- EP [4/5] | BTCH [714/1615] ||| train_loss = 0.01095 ----
---- EP [4/5] | BTCH [715/1615] ||| train_loss = 0.01170 ----
---- EP [4/5] | BTCH [716/1615] ||| train_loss = 0.01251 ----
---- EP [4/5] | BTCH [717/1615] ||| train_loss = 0.01062 ----
---- EP [4/5] | BTCH [718/1615] ||| train_loss = 0.01007 ----
---- EP [4/5] | BTCH [719/1615] ||| train_loss = 0.01612 ----
---- EP [4/5] | BTCH [720/1615] ||| train_loss = 0.01265 ----
---- EP [4/5] | BTCH [721/1615] ||| train_loss = 0.01359 ----
---- EP [4/5] | BTCH [722/1615] ||| train_loss = 0.01053 ----
---- EP [4/5] | BTCH [723/1615] ||| train_loss = 0.01054 ----
---- EP [4/5] | BTCH [724/1615] ||| train_loss = 0.01713 ----
---- EP [4/5] | BTCH [725/1615] ||| train_loss = 0.01087 ----
---- EP [4/5] | BTCH [726/1615] ||| train_loss = 0.01096 ----
---- EP [4/5] | BTCH [727/1615] ||| train_loss = 0.01020 ----
---- EP [4/5] | BTCH [728/1615] ||| train_loss = 0.00875 ----
---- EP [4/5] | BTCH [729/1615] ||| train_loss = 0.01072 ----
---- EP [4/5] | BTCH [730/1615] ||| train_loss = 0.00736 ----
---- EP [4/5] | BTCH [731/1615] ||| train_loss = 0.01297 ----
---- EP [4/5] | BTCH [732/1615] ||| train_loss = 0.01454 ----
---- EP [4/5] | BTCH [733/1615] ||| train_loss = 0.01278 ----
---- EP [4/5] | BTCH [734/1615] ||| train_loss = 0.01570 ----
---- EP [4/5] | BTCH [735/1615] ||| train_loss = 0.01135 ----
---- EP [4/5] | BTCH [736/1615] ||| train_loss = 0.00843 ----
---- EP [4/5] | BTCH [737/1615] ||| train_loss = 0.00943 ----
---- EP [4/5] | BTCH [738/1615] ||| train_loss = 0.01017 ----
---- EP [4/5] | BTCH [739/1615] ||| train_loss = 0.01354 ----
---- EP [4/5] | BTCH [740/1615] ||| train_loss = 0.00893 ----
---- EP [4/5] | BTCH [741/1615] ||| train_loss = 0.01181 ----
---- EP [4/5] | BTCH [742/1615] ||| train_loss = 0.01043 ----
---- EP [4/5] | BTCH [743/1615] ||| train_loss = 0.00946 ----
---- EP [4/5] | BTCH [744/1615] ||| train_loss = 0.00947 ----
---- EP [4/5] | BTCH [745/1615] ||| train_loss = 0.01106 ----
---- EP [4/5] | BTCH [746/1615] ||| train_loss = 0.00946 ----
---- EP [4/5] | BTCH [747/1615] ||| train_loss = 0.01636 ----
---- EP [4/5] | BTCH [748/1615] ||| train_loss = 0.01499 ----
